nonaccredited_cnt,investment_cnt,accredited_sum,facility_cnt,meal_cnt,research_rank,nonaccredited_rank,speaking_sum,education_cnt,honoraria_cnt,grant_rank,consulting_rank,grant_sum,honoraria_rank,investment_rank,general_rank,meal_rank,royalty_rank,travel_sum,grant_cnt,royalty_cnt,investment_sum,honoraria_sum,id,facility_sum,entertainment_rank,entertainment_sum,gift_cnt,travel_cnt,drugname,charitable_sum,accredited_cnt,desc,speaking_rank,research_sum,travel_rank,charitable_cnt,categories,meal_sum,speaking_cnt,gift_sum,accredited_rank,royalty_sum,general_cnt,class,consulting_cnt,education_rank,research_cnt,total_sum,nonaccredited_sum,total_count,education_sum,companies,gift_rank,entertainment_cnt,url,general_sum,consulting_sum,charitable_rank,facility_rank
,,,,21835,,,,,,,9,,,,35,29,,151911,,,,,8119,,,,,741,OSENI,,,Treats type 2 diabetes.,,,53,,{},581689,,,,,23727,Antidiabetic,1151,,,2112226,,23727,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014569/?report=details,2112226,1378625,,
,,,,22004,,,21320,,,,9,,,,33,28,,151911,,,,,7359,,,,,741,KAZANO,,,Treats type 2 diabetes.,286,,53,,{},584083,3,,,,23899,Antidiabetic,1151,,,2135940,,23899,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014568/?report=details,2135940,1378625,,
,,,,15407,,,1186175,1666,,,71,,,,29,41,,318056,,,,,8124,,,,,890,OSPHENA,,,Treats painful sex (dyspareunia) that is a result of menopause in women.,26,,21,,{},462587,570,,,,18570,Endocrine-Metabolic Agent,37,99,,2187446,,18570,7903,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014599/?report=details,2187446,212724,,
,,,,6073,,,,2,972,,72,,3,,25,142,,348678,,,,2089968,5478,,,,,1320,AZILECT,,,Treats Parkinson disease.,,,15,,{},130620,,,,,8368,Antiparkinsonian,1,312,,2776875,,8368,108,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011952/?report=details,2776875,207500,,
,,,,15304,,,3992,2344,1301,,126,,2,,19,43,,551107,,,,2469318,6925,,,,,2802,H.P. ACTHAR,,,"Treats inflammation, infantile spasms (seizures), multiple sclerosis, arthritis, and many other medical conditions.",372,,5,,{},450855,26,,,,21822,Antiemetic,45,30,,3623122,,21822,53169,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009747/?report=details,3623122,94678,,
,,,,15304,,,3992,2344,1301,,126,,2,,19,43,,551107,,,,2469318,6925,,,,,2802,H.P. ACTHAR,,,"Treats inflammation, infantile spasms (seizures), multiple sclerosis, arthritis, and many other medical conditions.",372,,5,,{},450855,26,,,,21822,Diagnostic Agent,45,30,,3623122,,21822,53169,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009747/?report=details,3623122,94678,,
,,,,15304,,,3992,2344,1301,,126,,2,,19,43,,551107,,,,2469318,6925,,,,,2802,H.P. ACTHAR,,,"Treats inflammation, infantile spasms (seizures), multiple sclerosis, arthritis, and many other medical conditions.",372,,5,,{},450855,26,,,,21822,Adrenocortical Function,45,30,,3623122,,21822,53169,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009747/?report=details,3623122,94678,,
,,,,15304,,,3992,2344,1301,,126,,2,,19,43,,551107,,,,2469318,6925,,,,,2802,H.P. ACTHAR,,,"Treats inflammation, infantile spasms (seizures), multiple sclerosis, arthritis, and many other medical conditions.",372,,5,,{},450855,26,,,,21822,Endocrine-Metabolic Agent,45,30,,3623122,,21822,53169,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009747/?report=details,3623122,94678,,
,,,,15304,,,3992,2344,1301,,126,,2,,19,43,,551107,,,,2469318,6925,,,,,2802,H.P. ACTHAR,,,"Treats inflammation, infantile spasms (seizures), multiple sclerosis, arthritis, and many other medical conditions.",372,,5,,{},450855,26,,,,21822,Immune Suppressant,45,30,,3623122,,21822,53169,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009747/?report=details,3623122,94678,,
,,,,3877,,,,3,,,,,,,448,218,8,,,2,,,9874,,,,,,ZEGERID,,,"Treats heartburn, stomach ulcers, gastroesophageal reflux disease (GERD), and esophagus damage. Also helps prevent stomach bleeding in critically ill patients",,,,,{},75730,,,,3335927,3880,Gastric Acid Secretion Inhibitor,,132,,79230,,3880,3500,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011498/?report=details,79230,,,
,,,120,75287,,,2660305,1667,6,46,511,4000,61,,14,5,,154589,1,,,20050,8378,146574,,,,704,PRADAXA,,,"Reduces the risk of stroke, and treats and prevents blood clots. This medicine is an anticoagulant (blood thinner).",13,,50,,{},1422576,1910,,,,79697,Anticoagulant,2,75,,4427502,,79697,14605,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009793/?report=details,4427502,4800,,1
,,,,2,,,,,,,,,,,1200,981,,,,,,,7424,,,,,,LARONIDASE,,,Improves breathing in people with a condition called Hurler or Hurler-Scheie mucopolysaccharidosis I (MPS I).,,,,,{},47,,,,,2,Endocrine-Metabolic Agent,,,,47,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010867/?report=details,47,,,
,,,,1,,,,1,,,,,,,1201,1052,,,,,,,7628,,,,,,MEPOLIZUMAB,,,Treats Crohn disease and ulcerative colitis.,,,,,{},9,,,,,2,Gastrointestinal Agent,,374,,46,,2,36,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0023335/?report=details,46,,,
,,,,3,,,,,,,,,,,1202,985,,,,,,,8865,,,,,,SIMCOR,,,Lowers high cholesterol and triglyceride levels in your blood. This medicine is a combination of vitamin B3 (niacin) and an HMG-CoA inhibitor (statin).,,,,,{},46,,,,,3,Antihyperlipidemic,,,,46,,3,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012127/?report=details,46,,,
,,,,3,,,,,,,,,,,1202,985,,,,,,,8865,,,,,,SIMCOR,,,Lowers high cholesterol and triglyceride levels in your blood. This medicine is a combination of vitamin B3 (niacin) and an HMG-CoA inhibitor (statin).,,,,,{},46,,,,,3,HMG-COA Reductase Inhibitor Combination,,,,46,,3,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012127/?report=details,46,,,
,,,,3,,,,,,,,,,,1204,988,,,,,,,6821,,,,,,GELNIQUE,,,Treats overactive bladder.,,,,,{},42,,,,,3,Urinary Antispasmodic,,,,42,,3,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011533/?report=details,42,,,
,,,,2,,,,,,,,,,,1207,990,,,,,,,8039,,,,,,OPANA,,,Treats moderate to severe pain. This medicine is a narcotic pain reliever.,,,,,{},39,,,,,2,Analgesic,,,,39,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011550/?report=details,39,,,
,,,,2,,,,,,,,,,,1207,990,,,,,,,8039,,,,,,OPANA,,,Treats moderate to severe pain. This medicine is a narcotic pain reliever.,,,,,{},39,,,,,2,Anesthetic Adjunct,,,,39,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011550/?report=details,39,,,
,,,,2,,,,,,,,,,,1209,992,,,,,,,7793,,,,,,NAFCILLIN,,,,,,,,{},37,,,,,2,Antibiotic,,,,37,,2,,{},,,,37,,,
,,,,2,,,,,,,,,,,1210,993,,,,,,,6523,,,,,,ENGERIX-B,,,Prevents infection caused by hepatitis B virus.,,,,,{},36,,,,,2,Vaccine,,,,36,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010555/?report=details,36,,,
,,,,2,,,,,,,,,,,1210,993,,,,,,,6940,,,,,,HAVRIX,,,Prevents infection caused by hepatitis A virus.,,,,,{},36,,,,,2,Vaccine,,,,36,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010551/?report=details,36,,,
,,,,,,,34,,,,,,,,1212,,,,,,,,5374,,,,,,ARGATROBAN,,,Treats or prevents blood clots.,451,,,,{},,2,,,,2,Anticoagulant,,,,34,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009099/?report=details,34,,,
,,,,2,,,,,,,,,,,1214,998,,,,,,,6860,,,,,,GLIADEL,,,Treats brain cancer.,,,,,{},33,,,,,2,Antineoplastic Agent,,,,33,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009473/?report=details,33,,,
,,,,43,,,,,,,,,,,1081,822,,,,,,,8430,,,,,,PRIMSOL,,,"Treats infections, including urinary tract infections and ear infections.",,,,,{},398,,,,,43,Antibiotic,,,,398,,43,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012541/?report=details,398,,,
,,,,43,,,,,,,,,,,1081,822,,,,,,,8430,,,,,,PRIMSOL,,,"Treats infections, including urinary tract infections and ear infections.",,,,,{},398,,,,,43,Antiseptic,,,,398,,43,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012541/?report=details,398,,,
,,,,6,,,,,,,,,,,1082,823,,,,,,,5411,,,,,,ASCLERA,,,Treats varicose veins of the legs.,,,,,{},396,,,,,6,Sclerosing Agent,,,,396,,6,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011772/?report=details,396,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Antiacne,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Calcium Supplement,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Magnesium Supplement,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Mineral Supplement,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Nutriceutical,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Nutritive Agent,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Vitamin Combination,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Vitamin Combination,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Adult Formula,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Vitamin Combination,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Pediatric Formula,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Vitamin Combination,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Prenatal Formula,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Vitamin/Iron Combination,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Adult Formula,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Vitamin/Iron Combination,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Pediatric Formula,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Vitamin/Mineral Combination,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Adult Formula,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Vitamin/Mineral Combination,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Pediatric Formula,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Vitamin/Mineral/Fluoride/Iron Combination,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Pediatric Formula,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Vitamin/Mineral/Iron Combination,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Adult Formula,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Vitamin/Mineral/Iron Combination,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Pediatric Formula,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Vitamin/Mineral/Nutriceutical Combination,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Adult Formula,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Vitamin/Nutriceutical Combination,,,,378,,20,,{},,,,378,,,
,,,,20,,,,,,,,,,,1084,825,,,,,,,5788,,,,,,CARDIOLITE,,,,,,,,{},378,,,,,20,Adult Formula,,,,378,,20,,{},,,,378,,,
,,,,15,,,,,,,,,,,1119,876,,,,,,,9817,,,,,,XALATAN,,,Treats glaucoma.,,,,,{},174,,,,,15,Antiglaucoma,,,,174,,15,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010869/?report=details,174,,,
,,,,33,,,,,,,,,,,1088,833,,,,,,,5125,,,,,,ACETADOTE,,,,,,,,{},349,,,,,33,Acetaminophen Antidote,,,,349,,33,,{},,,,349,,,
,,,1,7,,,,,,,,,,,1093,928,,,,,,,6629,225,,,,,EXTAVIA,,,Reduces flare-ups of multiple sclerosis (MS).,,,,,{},91,,,,,8,Central Nervous System Agent,,,,316,,8,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010748/?report=details,316,,,171
,,,1,7,,,,,,,,,,,1093,928,,,,,,,6629,225,,,,,EXTAVIA,,,Reduces flare-ups of multiple sclerosis (MS).,,,,,{},91,,,,,8,Immune Modulator,,,,316,,8,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010748/?report=details,316,,,171
,,,1,7,,,,,,,,,,,1093,928,,,,,,,6629,225,,,,,EXTAVIA,,,Reduces flare-ups of multiple sclerosis (MS).,,,,,{},91,,,,,8,Immunological Agent,,,,316,,8,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010748/?report=details,316,,,171
,,,,,,,,7,,,,,,,1094,,,,,,,,8869,,,,,,SIMPONI ARIA,,,"Treats rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis, and ulcerative colitis.",,,,,{},,,,,,7,Immune Modulator,,247,,310,,7,310,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010498/?report=details,310,,,
,,,,5,,,,,,,,,,,1097,846,,,,,,,7114,,,,,,IMIGLUCERASE,,,Treats type 1 Gaucher disease.,,,,,{},294,,,,,5,Digestant,,,,294,,5,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010676/?report=details,294,,,
,,,,5,,,,,,,,,,,1097,846,,,,,,,7114,,,,,,IMIGLUCERASE,,,Treats type 1 Gaucher disease.,,,,,{},294,,,,,5,Gastrointestinal Agent,,,,294,,5,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010676/?report=details,294,,,
,,,,1,,,,,,,,,,,1240,1024,,,,,,,5458,,,,,,AVAGE,,,Treats psoriasis and acne.,,,,,{},16,,,,,1,Dermatological Agent,,,,16,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012296/?report=details,16,,,
,,,,1,,,,,,,,,,,1242,1027,,,,,,,9480,,,,,,TRUVADA,,,Treats HIV infection. Also used to reduce the risk of HIV infection. This medicine does not cure HIV.,,,,,{},15,,,,,1,Antiretroviral Agent,,,,15,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010097/?report=details,15,,,
,,,,1,,,,,,,,,,,1248,1034,,,,,,,9299,,,,,,TEKAMLO,,,Treats high blood pressure. This medicine contains a calcium channel blocker (CCB).,,,,,{},13,,,,,1,Antihypertensive,,,,13,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008878/?report=details,13,,,
,,,,4,,,,,,,,,,,1249,1035,,,,,,,7510,,,,,,LOTEMAX,,,"Treats redness, itching, or watering of the eyes caused by several conditions, including allergies, eye infection, herpes zoster, and eye surgery. Also treats eye pain and swelling caused by eye surgery. This medicine is a corticosteroid.",,,,,{},13,,,,,4,Ophthalmologic Agent,,,,13,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010997/?report=details,13,,,
,,,,1,,,,,,,,,,,1250,1036,,,,,,,5462,,,,,,AVAPRO,,,Treats high blood pressure. Also treats diabetic nephropathy. This medicine is an angiotensin receptor blocker (ARB).,,,,,{},12,,,,,1,Cardiovascular Agent,,,,12,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010777/?report=details,12,,,
,,,,1,,,,,,,,,,,1250,1036,,,,,,,5462,,,,,,AVAPRO,,,Treats high blood pressure. Also treats diabetic nephropathy. This medicine is an angiotensin receptor blocker (ARB).,,,,,{},12,,,,,1,Renal Protective Agent,,,,12,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010777/?report=details,12,,,
,,,,3,,,,,,,,,,,1253,1040,,,,,,,5142,,,,,,ACULAR LS,,,"Treats eye itching caused by allergies. Also treats pain, burning, and inflammation after cataract surgery. This medicine is an NSAID.",,,,,{},12,,,,,3,Ophthalmologic Agent,,,,12,,3,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010834/?report=details,12,,,
,,,,1,,,,,,,,,,,1256,1043,,,,,,,9717,,,,,,VIDEX,,,"Treats HIV infection. This medicine does not cure HIV or AIDS, but it may slow the progress of the disease.",,,,,{},11,,,,,1,Antiretroviral Agent,,,,11,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009930/?report=details,11,,,
,,,,1,,,,,,,,,,,1257,1044,,,,,,,9464,,,,,,TRISENOX,,,"Treats cancer, including acute promyelocytic leukemia (APL).",,,,,{},11,,,,,1,Antineoplastic Agent,,,,11,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009108/?report=details,11,,,
,,,,1,,,,,,,,,,,1258,1045,,,,,,,7304,,,,,,IXARO,,,Prevents Japanese encephalitis (brain swelling). This is a vaccine.,,,,,{},10,,,,,1,Vaccine,,,,10,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010820/?report=details,10,,,
,,,,1,,,,,,,,,,,1259,1046,,,,,,,6046,,,,,,COUMADIN,,,Prevents and treats blood clots. May lower the risk of serious complications after a heart attack. This medicine is a blood thinner.,,,,,{},10,,,,,1,Anticoagulant,,,,10,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012678/?report=details,10,,,
,,,,1,,,,,,,,,,,1260,1047,,,,,,,7642,,,,,,METOCLOPRAMIDE,,,Relieves symptoms of gastroesophageal reflux disease (GERD). Also relieves symptoms of gastroparesis in patients with diabetes.,,,,,{},10,,,,,1,Antiemetic,,,,10,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011180/?report=details,10,,,
,,,,1,,,,,,,,,,,1260,1047,,,,,,,7642,,,,,,METOCLOPRAMIDE,,,Relieves symptoms of gastroesophageal reflux disease (GERD). Also relieves symptoms of gastroparesis in patients with diabetes.,,,,,{},10,,,,,1,Diagnostic Agent,,,,10,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011180/?report=details,10,,,
,,,,1,,,,,,,,,,,1260,1047,,,,,,,7642,,,,,,METOCLOPRAMIDE,,,Relieves symptoms of gastroesophageal reflux disease (GERD). Also relieves symptoms of gastroparesis in patients with diabetes.,,,,,{},10,,,,,1,Stimulant,,,,10,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011180/?report=details,10,,,
,,,,1,,,,,,,,,,,1260,1047,,,,,,,7642,,,,,,METOCLOPRAMIDE,,,Relieves symptoms of gastroesophageal reflux disease (GERD). Also relieves symptoms of gastroparesis in patients with diabetes.,,,,,{},10,,,,,1,Gastrointestinal,,,,10,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011180/?report=details,10,,,
,,,,4,,,,,,,,,,,1223,1005,,,,,,,8926,,,,,,SODIUM THIOSULFATE,,,Treats cyanide poisoning.,,,,,{},26,,,,,4,Cyanide Antidote,,,,26,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012184/?report=details,26,,,
,,,,2,,,,,,,,,,,1225,1008,,,,,,,7698,,,,,,MIRAPEX ER,,,Treats Parkinson disease and restless legs syndrome.,,,,,{},23,,,,,2,Antiparkinsonian,,,,23,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011806/?report=details,23,,,
,,,,1,,,,,,,,,,,1226,1009,,,,,,,7366,,,,,,KEPPRA XR,,,Treats seizures.,,,,,{},23,,,,,1,Anticonvulsant,,,,23,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010898/?report=details,23,,,
,,,,1,,,,,,,,,,,1227,1010,,,,,,,5186,,,,,,ADVICOR,,,Lowers high cholesterol and triglyceride levels in the blood. Also helps prevent heart attacks and strokes. Also helps keep atherosclerosis (hardening of the arteries) from getting worse. This medicine is a combination of vitamin B3 (niacin) and an HMG-CoA inhibitor (statin).,,,,,{},22,,,,,1,Antihyperlipidemic,,,,22,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011396/?report=details,22,,,
,,,,2,,,,,,,,,,,1228,1011,,,,,,,8026,,,,,,ONDANSETRON,,,Prevents nausea and vomiting.,,,,,{},22,,,,,2,Antiemetic,,,,22,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011501/?report=details,22,,,
,,,,2,,,,,,,,,,,1230,1013,,,,,,,5945,,,,,,CLORPRES,,,Treats high blood pressure. This medicine is a combination of an antihypertensive (blood pressure medicine) and a diuretic (water pill).,,,,,{},20,,,,,2,Alpha-Adrenergic Agonist/Thiazide Combination,,,,20,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009686/?report=details,20,,,
,,,,2,,,,,,,,,,,1230,1013,,,,,,,5945,,,,,,CLORPRES,,,Treats high blood pressure. This medicine is a combination of an antihypertensive (blood pressure medicine) and a diuretic (water pill).,,,,,{},20,,,,,2,Antihypertensive,,,,20,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009686/?report=details,20,,,
,,,,2,,,,,,,,,,,1230,1013,,,,,,,5945,,,,,,CLORPRES,,,Treats high blood pressure. This medicine is a combination of an antihypertensive (blood pressure medicine) and a diuretic (water pill).,,,,,{},20,,,,,2,Cardiovascular Agent,,,,20,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009686/?report=details,20,,,
,,,,1,,,,,,,,,,,1232,1016,,,,,,,5476,,,,,,AZASITE,,,Treats bacterial conjunctivitis (pink eye). This medicine is a macrolide antibiotic.,,,,,{},19,,,,,1,Antibiotic,,,,19,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009184/?report=details,19,,,
,,,,1,,,,,,,,,,,1235,1019,,,,,,,6377,,,,,,EDECRIN,,,"Treats edema (swelling caused when your body holds on to too much water). This medicine is a diuretic (""water pill"").",,,,,{},18,,,,,1,Cardiovascular Agent,,,,18,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010207/?report=details,18,,,
,,,,3,,,,,,,,,,,1217,1001,,,,,,,5745,,,,,,CAMBIA,,,Treats pain. Also treats migraines. This medicine is an NSAID.,,,,,{},30,,,,,3,Analgesic,,,,30,,3,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009918/?report=details,30,,,
,,,,3,,,,,,,,,,,1217,1001,,,,,,,5745,,,,,,CAMBIA,,,Treats pain. Also treats migraines. This medicine is an NSAID.,,,,,{},30,,,,,3,Antimigraine,,,,30,,3,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009918/?report=details,30,,,
,,,,3,,,,,,,,,,,1217,1001,,,,,,,5745,,,,,,CAMBIA,,,Treats pain. Also treats migraines. This medicine is an NSAID.,,,,,{},30,,,,,3,Antirheumatic,,,,30,,3,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009918/?report=details,30,,,
,,,,3,,,,,,,,,,,1217,1001,,,,,,,5745,,,,,,CAMBIA,,,Treats pain. Also treats migraines. This medicine is an NSAID.,,,,,{},30,,,,,3,Central Nervous System Agent,,,,30,,3,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009918/?report=details,30,,,
